CustomerKey,CustomerType,AcquisitionDate
C-3537,Individual,04-08-2024
C-3538,Individual,04-08-2024
C-3539,Individual,04-08-2024
C-3540,Individual,05-08-2024
C-3541,Individual,05-08-2024
C-3542,Individual,05-08-2024
C-3543,Individual,06-08-2024
C-3544,Individual,06-08-2024
C-3545,Individual,06-08-2024
C-3546,Individual,06-08-2024
C-3547,Individual,07-08-2024
C-3548,Business,07-08-2024
C-3549,Individual,07-08-2024
C-3550,Individual,07-08-2024
C-3551,Individual,08-08-2024
C-3552,Business,08-08-2024
C-3553,Individual,08-08-2024
C-3554,Business,08-08-2024
C-3555,Individual,09-08-2024
C-3556,Individual,09-08-2024
C-3557,Individual,09-08-2024
C-3558,Business,10-08-2024
C-3559,Individual,10-08-2024
C-3560,Individual,10-08-2024
C-3561,Individual,10-08-2024
C-3562,Business,11-08-2024
C-3563,Individual,11-08-2024
C-3564,Individual,11-08-2024
C-3565,Individual,11-08-2024
C-3566,Individual,12-08-2024
C-3567,Individual,12-08-2024
C-3568,Individual,12-08-2024
C-3569,Individual,12-08-2024
C-3570,Individual,13-08-2024
C-3571,Individual,13-08-2024
C-3572,Individual,13-08-2024
C-3573,Business,14-08-2024
C-3574,Individual,14-08-2024
C-3575,Individual,14-08-2024
C-3576,Individual,14-08-2024
C-3577,Business,15-08-2024
C-3578,Individual,15-08-2024
C-3579,Individual,15-08-2024
C-3580,Individual,15-08-2024
C-3581,Individual,16-08-2024
C-3582,Individual,16-08-2024
C-3583,Individual,16-08-2024
C-3584,Individual,17-08-2024
C-3585,Individual,17-08-2024
C-3586,Individual,17-08-2024
C-3587,Business,17-08-2024
C-3588,Individual,18-08-2024
C-3589,Individual,18-08-2024
C-3590,Individual,18-08-2024
C-3591,Individual,18-08-2024
C-3592,Individual,19-08-2024
C-3593,Individual,19-08-2024
C-3594,Business,19-08-2024
C-3595,Individual,19-08-2024
C-3596,Business,20-08-2024
C-3597,Individual,20-08-2024
C-3598,Individual,20-08-2024
C-3599,Individual,21-08-2024
C-3600,Business,21-08-2024
C-3601,Individual,21-08-2024
C-3602,Business,21-08-2024
C-3603,Individual,22-08-2024
C-3604,Individual,22-08-2024
C-3605,Individual,22-08-2024
C-3606,Business,22-08-2024
C-3607,Individual,23-08-2024
C-3608,Individual,23-08-2024
C-3609,Individual,23-08-2024
C-3610,Individual,23-08-2024
C-3611,Individual,24-08-2024
C-3612,Individual,24-08-2024
C-3613,Individual,24-08-2024
C-3614,Individual,25-08-2024
C-3615,Individual,25-08-2024
C-3616,Individual,25-08-2024
C-3617,Business,25-08-2024
C-3618,Individual,26-08-2024
C-3619,Business,26-08-2024
C-3620,Individual,26-08-2024
C-3621,Individual,26-08-2024
C-3622,Individual,27-08-2024
C-3623,Individual,27-08-2024
C-3624,Individual,27-08-2024
C-3625,Individual,27-08-2024
C-3626,Individual,28-08-2024
C-3627,Business,28-08-2024
C-3628,Individual,28-08-2024
C-3629,Business,29-08-2024
C-3630,Individual,29-08-2024
C-3631,Business,29-08-2024
C-3632,Individual,29-08-2024
C-3633,Individual,30-08-2024
C-3634,Individual,30-08-2024
C-3635,Individual,30-08-2024
C-3636,Individual,30-08-2024
C-3637,Individual,31-08-2024
C-3638,Individual,31-08-2024
C-3639,Individual,31-08-2024
C-3640,Individual,31-08-2024
C-3641,Business,01-09-2024
C-3642,Individual,01-09-2024
C-3643,Individual,01-09-2024
C-3644,Individual,02-09-2024
C-3645,Individual,02-09-2024
C-3646,Individual,02-09-2024
C-3647,Individual,02-09-2024
C-3648,Individual,03-09-2024
C-3649,Individual,03-09-2024
C-3650,Business,03-09-2024
C-3651,Individual,03-09-2024
C-3652,Individual,04-09-2024
C-3653,Business,04-09-2024
C-3654,Individual,04-09-2024
C-3655,Individual,05-09-2024
C-3656,Individual,05-09-2024
C-3657,Business,05-09-2024
C-3658,Business,05-09-2024
C-3659,Individual,06-09-2024
C-3660,Individual,06-09-2024
C-3661,Business,06-09-2024
C-3662,Individual,06-09-2024
C-3663,Individual,07-09-2024
C-3664,Individual,07-09-2024
C-3665,Business,07-09-2024
C-3666,Individual,07-09-2024
C-3667,Individual,08-09-2024
C-3668,Individual,08-09-2024
C-3669,Business,08-09-2024
C-3670,Individual,09-09-2024
C-3671,Individual,09-09-2024
C-3672,Individual,09-09-2024
C-3673,Individual,09-09-2024
C-3674,Business,10-09-2024
C-3675,Individual,10-09-2024
C-3676,Business,10-09-2024
C-3677,Individual,10-09-2024
C-3678,Business,11-09-2024
C-3679,Business,11-09-2024
C-3680,Individual,11-09-2024
C-3681,Individual,11-09-2024
C-3682,Individual,12-09-2024
C-3683,Individual,12-09-2024
C-3684,Individual,12-09-2024
C-3685,Individual,13-09-2024
C-3686,Business,13-09-2024
C-3687,Individual,13-09-2024
C-3688,Individual,13-09-2024
C-3689,Individual,14-09-2024
C-3690,Individual,14-09-2024
C-3691,Individual,14-09-2024
C-3692,Individual,14-09-2024
C-3693,Individual,15-09-2024
C-3694,Individual,15-09-2024
C-3695,Individual,15-09-2024
C-3696,Individual,15-09-2024
C-3697,Individual,16-09-2024
C-3698,Individual,16-09-2024
C-3699,Individual,16-09-2024
C-3700,Individual,17-09-2024
C-3701,Individual,17-09-2024
C-3702,Individual,17-09-2024
C-3703,Individual,17-09-2024
C-3704,Individual,18-09-2024
C-3705,Individual,18-09-2024
C-3706,Individual,18-09-2024
C-3707,Individual,18-09-2024
C-3708,Individual,19-09-2024
C-3709,Individual,19-09-2024
C-3710,Individual,19-09-2024
C-3711,Individual,19-09-2024
C-3712,Individual,20-09-2024
C-3713,Business,20-09-2024
C-3714,Individual,20-09-2024
C-3715,Business,21-09-2024
C-3716,Individual,21-09-2024
C-3717,Individual,21-09-2024
C-3718,Business,21-09-2024
C-3719,Business,22-09-2024
C-3720,Individual,22-09-2024
C-3721,Individual,22-09-2024
C-3722,Business,22-09-2024
C-3723,Individual,23-09-2024
C-3724,Business,23-09-2024
C-3725,Individual,23-09-2024
C-3726,Individual,24-09-2024
C-3727,Individual,24-09-2024
C-3728,Individual,24-09-2024
C-3729,Individual,24-09-2024
C-3730,Individual,25-09-2024
C-3731,Individual,25-09-2024
C-3732,Individual,25-09-2024
C-3733,Business,25-09-2024
C-3734,Business,26-09-2024
C-3735,Individual,26-09-2024
C-3736,Individual,26-09-2024
C-3737,Individual,26-09-2024
C-3738,Business,27-09-2024
C-3739,Individual,27-09-2024
C-3740,Individual,27-09-2024
C-3741,Individual,28-09-2024
C-3742,Individual,28-09-2024
C-3743,Individual,28-09-2024
C-3744,Individual,28-09-2024
C-3745,Individual,29-09-2024
C-3746,Individual,29-09-2024
C-3747,Business,29-09-2024
C-3748,Individual,29-09-2024
C-3749,Individual,30-09-2024
C-3750,Business,30-09-2024
C-3751,Individual,30-09-2024
C-3752,Business,30-09-2024
C-3753,Individual,01-10-2024
C-3754,Individual,01-10-2024
C-3755,Business,01-10-2024
C-3756,Individual,02-10-2024
C-3757,Individual,02-10-2024
C-3758,Individual,02-10-2024
C-3759,Individual,02-10-2024
C-3760,Individual,03-10-2024
C-3761,Individual,03-10-2024
C-3762,Individual,03-10-2024
C-3763,Individual,03-10-2024
C-3764,Individual,04-10-2024
C-3765,Individual,04-10-2024
C-3766,Individual,04-10-2024
C-3767,Individual,04-10-2024
C-3768,Individual,05-10-2024
C-3769,Individual,05-10-2024
C-3770,Individual,05-10-2024
C-3771,Business,06-10-2024
C-3772,Business,06-10-2024
C-3773,Individual,06-10-2024
C-3774,Individual,06-10-2024
C-3775,Individual,07-10-2024
C-3776,Business,07-10-2024
C-3777,Business,07-10-2024
C-3778,Individual,07-10-2024
C-3779,Individual,08-10-2024
C-3780,Individual,08-10-2024
C-3781,Individual,08-10-2024
C-3782,Individual,08-10-2024
C-3783,Individual,09-10-2024
C-3784,Individual,09-10-2024
C-3785,Individual,09-10-2024
C-3786,Business,10-10-2024
C-3787,Business,10-10-2024
C-3788,Individual,10-10-2024
C-3789,Individual,10-10-2024
C-3790,Individual,11-10-2024
C-3791,Individual,11-10-2024
C-3792,Individual,11-10-2024
C-3793,Individual,11-10-2024
C-3794,Individual,12-10-2024
C-3795,Individual,12-10-2024
C-3796,Individual,12-10-2024
C-3797,Individual,13-10-2024
C-3798,Individual,13-10-2024
C-3799,Individual,13-10-2024
C-3800,Business,13-10-2024
C-3801,Individual,14-10-2024
C-3802,Individual,14-10-2024
C-3803,Individual,14-10-2024
C-3804,Individual,14-10-2024
C-3805,Individual,15-10-2024
C-3806,Individual,15-10-2024
C-3807,Individual,15-10-2024
C-3808,Individual,15-10-2024
C-3809,Individual,16-10-2024
C-3810,Individual,16-10-2024
C-3811,Business,16-10-2024
C-3812,Individual,17-10-2024
C-3813,Individual,17-10-2024
C-3814,Individual,17-10-2024
C-3815,Individual,17-10-2024
C-3816,Business,18-10-2024
C-3817,Business,18-10-2024
C-3818,Individual,18-10-2024
C-3819,Individual,18-10-2024
C-3820,Individual,19-10-2024
C-3821,Individual,19-10-2024
C-3822,Individual,19-10-2024
C-3823,Business,19-10-2024
C-3824,Business,20-10-2024
C-3825,Individual,20-10-2024
C-3826,Business,20-10-2024
C-3827,Individual,21-10-2024
C-3828,Individual,21-10-2024
C-3829,Individual,21-10-2024
C-3830,Individual,21-10-2024
C-3831,Business,22-10-2024
C-3832,Individual,22-10-2024
C-3833,Individual,22-10-2024
C-3834,Individual,22-10-2024
C-3835,Individual,23-10-2024
C-3836,Individual,23-10-2024
C-3837,Business,23-10-2024
C-3838,Individual,23-10-2024
C-3839,Individual,24-10-2024
C-3840,Individual,24-10-2024
C-3841,Business,24-10-2024
C-3842,Individual,25-10-2024
C-3843,Individual,25-10-2024
C-3844,Individual,25-10-2024
C-3845,Individual,25-10-2024
C-3846,Individual,26-10-2024
C-3847,Individual,26-10-2024
C-3848,Individual,26-10-2024
C-3849,Individual,26-10-2024
C-3850,Individual,27-10-2024
C-3851,Individual,27-10-2024
C-3852,Individual,27-10-2024
C-3853,Individual,28-10-2024
C-3854,Individual,28-10-2024
C-3855,Business,28-10-2024
C-3856,Individual,28-10-2024
C-3857,Business,29-10-2024
C-3858,Business,29-10-2024
C-3859,Individual,29-10-2024
C-3860,Individual,29-10-2024
C-3861,Individual,30-10-2024
C-3862,Individual,30-10-2024
C-3863,Individual,30-10-2024
C-3864,Business,30-10-2024
C-3865,Individual,31-10-2024
C-3866,Business,31-10-2024
C-3867,Individual,31-10-2024
C-3868,Business,01-11-2024
C-3869,Individual,01-11-2024
C-3870,Individual,01-11-2024
C-3871,Individual,01-11-2024
C-3872,Individual,02-11-2024
C-3873,Individual,02-11-2024
C-3874,Individual,02-11-2024
C-3875,Individual,02-11-2024
C-3876,Business,03-11-2024
C-3877,Business,03-11-2024
C-3878,Business,03-11-2024
C-3879,Individual,03-11-2024
C-3880,Individual,04-11-2024
C-3881,Individual,04-11-2024
C-3882,Individual,04-11-2024
C-3883,Individual,05-11-2024
C-3884,Individual,05-11-2024
C-3885,Business,05-11-2024
C-3886,Individual,05-11-2024
C-3887,Individual,06-11-2024
C-3888,Individual,06-11-2024
C-3889,Individual,06-11-2024
C-3890,Individual,06-11-2024
C-3891,Business,07-11-2024
C-3892,Individual,07-11-2024
C-3893,Business,07-11-2024
C-3894,Individual,07-11-2024
C-3895,Individual,08-11-2024
C-3896,Business,08-11-2024
C-3897,Individual,08-11-2024
C-3898,Individual,09-11-2024
C-3899,Individual,09-11-2024
C-3900,Individual,09-11-2024
C-3901,Individual,09-11-2024
C-3902,Individual,10-11-2024
C-3903,Individual,10-11-2024
C-3904,Individual,10-11-2024
C-3905,Individual,10-11-2024
C-3906,Individual,11-11-2024
C-3907,Individual,11-11-2024
C-3908,Individual,11-11-2024
C-3909,Individual,11-11-2024
C-3910,Individual,12-11-2024
C-3911,Individual,12-11-2024
C-3912,Individual,12-11-2024
C-3913,Individual,13-11-2024
C-3914,Business,13-11-2024
C-3915,Individual,13-11-2024
C-3916,Individual,13-11-2024
C-3917,Individual,14-11-2024
C-3918,Individual,14-11-2024
C-3919,Individual,14-11-2024
C-3920,Business,14-11-2024
C-3921,Business,15-11-2024
C-3922,Business,15-11-2024
C-3923,Individual,15-11-2024
C-3924,Individual,16-11-2024
C-3925,Individual,16-11-2024
C-3926,Individual,16-11-2024
C-3927,Individual,16-11-2024
C-3928,Individual,17-11-2024
C-3929,Individual,17-11-2024
C-3930,Individual,17-11-2024
C-3931,Business,17-11-2024
C-3932,Individual,18-11-2024
C-3933,Individual,18-11-2024
C-3934,Business,18-11-2024
C-3935,Individual,18-11-2024
C-3936,Individual,19-11-2024
C-3937,Individual,19-11-2024
C-3938,Individual,19-11-2024
C-3939,Individual,20-11-2024
C-3940,Individual,20-11-2024
C-3941,Individual,20-11-2024
C-3942,Individual,20-11-2024
C-3943,Business,21-11-2024
C-3944,Business,21-11-2024
C-3945,Individual,21-11-2024
C-3946,Individual,21-11-2024
C-3947,Business,22-11-2024
C-3948,Business,22-11-2024
C-3949,Individual,22-11-2024
C-3950,Business,22-11-2024
C-3951,Business,23-11-2024
C-3952,Individual,23-11-2024
C-3953,Individual,23-11-2024
C-3954,Individual,24-11-2024
C-3955,Individual,24-11-2024
C-3956,Individual,24-11-2024
C-3957,Individual,24-11-2024
C-3958,Individual,25-11-2024
C-3959,Individual,25-11-2024
C-3960,Individual,25-11-2024
C-3961,Individual,25-11-2024
C-3962,Individual,26-11-2024
C-3963,Individual,26-11-2024
C-3964,Individual,26-11-2024
C-3965,Business,26-11-2024
C-3966,Individual,27-11-2024
C-3967,Individual,27-11-2024
C-3968,Individual,27-11-2024
C-3969,Individual,28-11-2024
C-3970,Business,28-11-2024
C-3971,Individual,28-11-2024
C-3972,Individual,28-11-2024
C-3973,Individual,29-11-2024
C-3974,Business,29-11-2024
C-3975,Individual,29-11-2024
C-3976,Individual,29-11-2024
C-3977,Individual,30-11-2024
C-3978,Individual,30-11-2024
C-3979,Individual,30-11-2024
C-3980,Individual,30-11-2024
C-3981,Individual,01-12-2024
C-3982,Individual,01-12-2024
C-3983,Individual,01-12-2024
C-3984,Individual,02-12-2024
C-3985,Individual,02-12-2024
C-3986,Individual,02-12-2024
C-3987,Individual,02-12-2024
C-3988,Individual,03-12-2024
C-3989,Individual,03-12-2024
C-3990,Individual,03-12-2024
C-3991,Individual,03-12-2024
C-3992,Business,04-12-2024
C-3993,Individual,04-12-2024
C-3994,Business,04-12-2024
C-3995,Individual,05-12-2024
C-3996,Business,05-12-2024
C-3997,Individual,05-12-2024
C-3998,Individual,05-12-2024
C-3999,Individual,06-12-2024
C-4000,Individual,06-12-2024
C-4001,Individual,06-12-2024
C-4002,Individual,06-12-2024
C-4003,Individual,07-12-2024
C-4004,Individual,07-12-2024
C-4005,Individual,07-12-2024
C-4006,Individual,07-12-2024
C-4007,Individual,08-12-2024
C-4008,Individual,08-12-2024
C-4009,Individual,08-12-2024
C-4010,Individual,09-12-2024
C-4011,Business,09-12-2024
C-4012,Business,09-12-2024
C-4013,Individual,09-12-2024
C-4014,Individual,10-12-2024
C-4015,Individual,10-12-2024
C-4016,Individual,10-12-2024
C-4017,Business,10-12-2024
C-4018,Individual,11-12-2024
C-4019,Individual,11-12-2024
C-4020,Individual,11-12-2024
C-4021,Individual,11-12-2024
C-4022,Individual,12-12-2024
C-4023,Individual,12-12-2024
C-4024,Individual,12-12-2024
C-4025,Individual,13-12-2024
C-4026,Individual,13-12-2024
C-4027,Individual,13-12-2024
C-4028,Individual,13-12-2024
C-4029,Individual,14-12-2024
C-4030,Individual,14-12-2024
C-4031,Individual,14-12-2024
C-4032,Business,14-12-2024
C-4033,Individual,15-12-2024
C-4034,Individual,15-12-2024
C-4035,Individual,15-12-2024
C-4036,Individual,15-12-2024
C-4037,Business,16-12-2024
C-4038,Individual,16-12-2024
C-4039,Individual,16-12-2024
C-4040,Business,17-12-2024
C-4041,Individual,17-12-2024
C-4042,Individual,17-12-2024
C-4043,Individual,17-12-2024
C-4044,Individual,18-12-2024
C-4045,Individual,18-12-2024
C-4046,Individual,18-12-2024
C-4047,Individual,18-12-2024
C-4048,Business,19-12-2024
C-4049,Individual,19-12-2024
C-4050,Individual,19-12-2024
C-4051,Individual,19-12-2024
C-4052,Business,20-12-2024
C-4053,Business,20-12-2024
C-4054,Individual,20-12-2024
C-4055,Individual,21-12-2024
C-4056,Individual,21-12-2024
C-4057,Individual,21-12-2024
C-4058,Individual,21-12-2024
C-4059,Business,22-12-2024
C-4060,Business,22-12-2024
C-4061,Individual,22-12-2024
C-4062,Individual,22-12-2024
C-4063,Individual,23-12-2024
C-4064,Individual,23-12-2024
C-4065,Individual,23-12-2024
C-4066,Individual,24-12-2024
C-4067,Individual,24-12-2024
C-4068,Individual,24-12-2024
C-4069,Individual,24-12-2024
C-4070,Individual,25-12-2024
C-4071,Individual,25-12-2024
C-4072,Business,25-12-2024
C-4073,Individual,25-12-2024
C-4074,Business,26-12-2024
C-4075,Individual,26-12-2024
C-4076,Individual,26-12-2024
C-4077,Business,26-12-2024
C-4078,Individual,27-12-2024
C-4079,Individual,27-12-2024
C-4080,Individual,27-12-2024
C-4081,Individual,28-12-2024
C-4082,Individual,28-12-2024
C-4083,Business,28-12-2024
C-4084,Individual,28-12-2024
C-4085,Individual,29-12-2024
C-4086,Individual,29-12-2024
C-4087,Individual,29-12-2024
C-4088,Business,29-12-2024
C-4089,Individual,30-12-2024
C-4090,Business,30-12-2024
C-4091,Individual,30-12-2024
C-4092,Business,30-12-2024
C-4093,Individual,31-12-2024
C-4094,Individual,31-12-2024
C-4095,Individual,31-12-2024
C-4096,Individual,01-01-2025
C-4097,Individual,01-01-2025
C-4098,Individual,01-01-2025
C-4099,Individual,01-01-2025
C-4100,Business,02-01-2025
C-4101,Individual,02-01-2025
C-4102,Individual,02-01-2025
C-4103,Individual,02-01-2025
C-4104,Business,03-01-2025
C-4105,Individual,03-01-2025
C-4106,Individual,03-01-2025
C-4107,Individual,03-01-2025
C-4108,Individual,04-01-2025
C-4109,Individual,04-01-2025
C-4110,Individual,04-01-2025
C-4111,Business,05-01-2025
C-4112,Individual,05-01-2025
C-4113,Individual,05-01-2025
C-4114,Business,05-01-2025
C-4115,Individual,06-01-2025
C-4116,Individual,06-01-2025
C-4117,Individual,06-01-2025
C-4118,Business,06-01-2025
C-4119,Individual,07-01-2025
C-4120,Individual,07-01-2025
C-4121,Individual,07-01-2025
C-4122,Individual,08-01-2025
C-4123,Individual,08-01-2025
C-4124,Individual,08-01-2025
C-4125,Individual,08-01-2025
C-4126,Individual,09-01-2025
C-4127,Individual,09-01-2025
C-4128,Individual,09-01-2025
C-4129,Individual,09-01-2025
C-4130,Individual,10-01-2025
C-4131,Business,10-01-2025
C-4132,Individual,10-01-2025
C-4133,Individual,10-01-2025
C-4134,Individual,11-01-2025
C-4135,Individual,11-01-2025
C-4136,Business,11-01-2025
C-4137,Individual,12-01-2025
C-4138,Individual,12-01-2025
C-4139,Individual,12-01-2025
C-4140,Individual,12-01-2025
C-4141,Individual,13-01-2025
C-4142,Individual,13-01-2025
C-4143,Individual,13-01-2025
C-4144,Business,13-01-2025
C-4145,Individual,14-01-2025
C-4146,Business,14-01-2025
C-4147,Individual,14-01-2025
C-4148,Individual,14-01-2025
C-4149,Business,15-01-2025
C-4150,Business,15-01-2025
C-4151,Individual,15-01-2025
C-4152,Individual,16-01-2025
C-4153,Business,16-01-2025
C-4154,Individual,16-01-2025
C-4155,Individual,16-01-2025
C-4156,Individual,17-01-2025
C-4157,Individual,17-01-2025
C-4158,Individual,17-01-2025
C-4159,Individual,17-01-2025
C-4160,Individual,18-01-2025
C-4161,Individual,18-01-2025
C-4162,Individual,18-01-2025
C-4163,Individual,18-01-2025
C-4164,Individual,19-01-2025
C-4165,Individual,19-01-2025
C-4166,Individual,19-01-2025
C-4167,Individual,20-01-2025
C-4168,Individual,20-01-2025
C-4169,Individual,20-01-2025
C-4170,Business,20-01-2025
C-4171,Business,21-01-2025
C-4172,Individual,21-01-2025
C-4173,Individual,21-01-2025
C-4174,Individual,21-01-2025
C-4175,Individual,22-01-2025
C-4176,Individual,22-01-2025
C-4177,Business,22-01-2025
C-4178,Individual,22-01-2025
C-4179,Individual,23-01-2025
C-4180,Individual,23-01-2025
C-4181,Business,23-01-2025
C-4182,Business,24-01-2025
C-4183,Individual,24-01-2025
C-4184,Business,24-01-2025
C-4185,Business,24-01-2025
C-4186,Individual,25-01-2025
C-4187,Individual,25-01-2025
C-4188,Business,25-01-2025
C-4189,Individual,25-01-2025
C-4190,Individual,26-01-2025
C-4191,Business,26-01-2025
C-4192,Individual,26-01-2025
C-4193,Individual,27-01-2025
C-4194,Individual,27-01-2025
C-4195,Business,27-01-2025
C-4196,Individual,27-01-2025
C-4197,Business,28-01-2025
C-4198,Individual,28-01-2025
C-4199,Individual,28-01-2025
C-4200,Business,28-01-2025
C-4201,Business,29-01-2025
C-4202,Individual,29-01-2025
C-4203,Individual,29-01-2025
C-4204,Individual,29-01-2025
C-4205,Individual,30-01-2025
C-4206,Individual,30-01-2025
C-4207,Individual,30-01-2025
C-4208,Individual,31-01-2025
C-4209,Business,31-01-2025
C-4210,Individual,31-01-2025
C-4211,Individual,31-01-2025
C-4212,Business,01-02-2025
C-4213,Individual,01-02-2025
C-4214,Individual,01-02-2025
C-4215,Individual,01-02-2025
C-4216,Individual,02-02-2025
C-4217,Individual,02-02-2025
C-4218,Business,02-02-2025
C-4219,Individual,02-02-2025
C-4220,Business,03-02-2025
C-4221,Individual,03-02-2025
C-4222,Individual,03-02-2025
C-4223,Individual,04-02-2025
C-4224,Individual,04-02-2025
C-4225,Individual,04-02-2025
C-4226,Individual,04-02-2025
C-4227,Individual,05-02-2025
C-4228,Individual,05-02-2025
C-4229,Individual,05-02-2025
C-4230,Business,05-02-2025
C-4231,Individual,06-02-2025
C-4232,Individual,06-02-2025
C-4233,Individual,06-02-2025
C-4234,Individual,06-02-2025
C-4235,Individual,07-02-2025
C-4236,Individual,07-02-2025
C-4237,Individual,07-02-2025
C-4238,Individual,08-02-2025
C-4239,Individual,08-02-2025
C-4240,Business,08-02-2025
C-4241,Individual,08-02-2025
C-4242,Individual,09-02-2025
C-4243,Individual,09-02-2025
C-4244,Individual,09-02-2025
C-4245,Individual,09-02-2025
C-4246,Individual,10-02-2025
C-4247,Individual,10-02-2025
C-4248,Individual,10-02-2025
C-4249,Business,10-02-2025
C-4250,Individual,11-02-2025
C-4251,Individual,11-02-2025
C-4252,Individual,11-02-2025
C-4253,Individual,12-02-2025
C-4254,Individual,12-02-2025
C-4255,Business,12-02-2025
C-4256,Individual,12-02-2025
C-4257,Individual,13-02-2025
C-4258,Individual,13-02-2025
C-4259,Individual,13-02-2025
C-4260,Business,13-02-2025
C-4261,Individual,14-02-2025
C-4262,Individual,14-02-2025
C-4263,Individual,14-02-2025
C-4264,Individual,15-02-2025
C-4265,Individual,15-02-2025
C-4266,Individual,15-02-2025
C-4267,Individual,15-02-2025
C-4268,Individual,16-02-2025
C-4269,Individual,16-02-2025
C-4270,Individual,16-02-2025
C-4271,Individual,16-02-2025
C-4272,Individual,17-02-2025
C-4273,Individual,17-02-2025
C-4274,Individual,17-02-2025
C-4275,Business,17-02-2025
C-4276,Business,18-02-2025
C-4277,Individual,18-02-2025
C-4278,Individual,18-02-2025
C-4279,Individual,19-02-2025
C-4280,Individual,19-02-2025
C-4281,Individual,19-02-2025
C-4282,Individual,19-02-2025
C-4283,Individual,20-02-2025
C-4284,Business,20-02-2025
C-4285,Individual,20-02-2025
C-4286,Individual,20-02-2025
C-4287,Individual,21-02-2025
C-4288,Individual,21-02-2025
C-4289,Individual,21-02-2025
C-4290,Individual,21-02-2025
C-4291,Individual,22-02-2025
C-4292,Individual,22-02-2025
C-4293,Individual,22-02-2025
C-4294,Business,23-02-2025
C-4295,Individual,23-02-2025
C-4296,Individual,23-02-2025
C-4297,Business,23-02-2025
C-4298,Individual,24-02-2025
C-4299,Individual,24-02-2025
C-4300,Individual,24-02-2025
C-4301,Business,24-02-2025
C-4302,Individual,25-02-2025
C-4303,Individual,25-02-2025
C-4304,Individual,25-02-2025
C-4305,Individual,25-02-2025
C-4306,Individual,26-02-2025
C-4307,Individual,26-02-2025
C-4308,Individual,26-02-2025
C-4309,Business,27-02-2025
C-4310,Individual,27-02-2025
C-4311,Individual,27-02-2025
C-4312,Individual,27-02-2025
C-4313,Business,28-02-2025
C-4314,Individual,28-02-2025
C-4315,Individual,28-02-2025
C-4316,Individual,28-02-2025
C-4317,Individual,01-03-2025
C-4318,Individual,01-03-2025
C-4319,Business,01-03-2025
C-4320,Individual,01-03-2025
C-4321,Individual,02-03-2025
C-4322,Business,02-03-2025
C-4323,Business,02-03-2025
C-4324,Individual,03-03-2025
C-4325,Business,03-03-2025
C-4326,Individual,03-03-2025
C-4327,Business,03-03-2025
C-4328,Individual,04-03-2025
C-4329,Individual,04-03-2025
C-4330,Individual,04-03-2025
C-4331,Individual,04-03-2025
C-4332,Individual,05-03-2025
C-4333,Individual,05-03-2025
C-4334,Individual,05-03-2025
C-4335,Individual,06-03-2025
C-4336,Individual,06-03-2025
C-4337,Individual,06-03-2025
C-4338,Business,06-03-2025
C-4339,Individual,07-03-2025
C-4340,Individual,07-03-2025
C-4341,Business,07-03-2025
C-4342,Business,07-03-2025
C-4343,Individual,08-03-2025
C-4344,Individual,08-03-2025
C-4345,Individual,08-03-2025
C-4346,Individual,08-03-2025
C-4347,Individual,09-03-2025
C-4348,Individual,09-03-2025
C-4349,Individual,09-03-2025
C-4350,Individual,10-03-2025
C-4351,Individual,10-03-2025
C-4352,Individual,10-03-2025
C-4353,Individual,10-03-2025
C-4354,Business,11-03-2025
C-4355,Individual,11-03-2025
C-4356,Individual,11-03-2025
C-4357,Individual,11-03-2025
C-4358,Individual,12-03-2025
C-4359,Individual,12-03-2025
C-4360,Individual,12-03-2025
C-4361,Individual,12-03-2025
C-4362,Business,13-03-2025
C-4363,Business,13-03-2025
C-4364,Individual,13-03-2025
C-4365,Individual,14-03-2025
C-4366,Business,14-03-2025
C-4367,Individual,14-03-2025
C-4368,Individual,14-03-2025
C-4369,Business,15-03-2025
C-4370,Business,15-03-2025
C-4371,Individual,15-03-2025
C-4372,Individual,15-03-2025
C-4373,Business,16-03-2025
C-4374,Individual,16-03-2025
C-4375,Individual,16-03-2025
C-4376,Individual,16-03-2025
C-4377,Individual,17-03-2025
C-4378,Individual,17-03-2025
C-4379,Individual,17-03-2025
C-4380,Individual,18-03-2025
C-4381,Individual,18-03-2025
C-4382,Individual,18-03-2025
C-4383,Business,18-03-2025
C-4384,Individual,19-03-2025
C-4385,Individual,19-03-2025
C-4386,Business,19-03-2025
C-4387,Individual,19-03-2025
C-4388,Individual,20-03-2025
C-4389,Individual,20-03-2025
C-4390,Business,20-03-2025
C-4391,Individual,20-03-2025
C-4392,Individual,21-03-2025
C-4393,Individual,21-03-2025
C-4394,Individual,21-03-2025
C-4395,Individual,22-03-2025
C-4396,Individual,22-03-2025
C-4397,Individual,22-03-2025
C-4398,Individual,22-03-2025
C-4399,Business,23-03-2025
C-4400,Individual,23-03-2025
C-4401,Individual,23-03-2025
C-4402,Individual,23-03-2025
C-4403,Individual,24-03-2025
C-4404,Individual,24-03-2025
C-4405,Individual,24-03-2025
C-4406,Individual,25-03-2025
C-4407,Individual,25-03-2025
C-4408,Individual,25-03-2025
C-4409,Individual,25-03-2025
C-4410,Individual,26-03-2025
C-4411,Individual,26-03-2025
C-4412,Business,26-03-2025
C-4413,Individual,26-03-2025
C-4414,Individual,27-03-2025
C-4415,Individual,27-03-2025
C-4416,Individual,27-03-2025
C-4417,Individual,27-03-2025
C-4418,Business,28-03-2025
C-4419,Individual,28-03-2025
C-4420,Business,28-03-2025
